,Year,Price Close,Volume Change,Adj Close,Relative Strength,Price Ratio,Price Momentum,Price Change,Daily Price Volatility,Daily Price Range,Month,Date
0,2014,99.5999984741211,,99.5999984741211,0.4435454595795275,1.0011056449162077,,0.1100006103515767,0.0124497779394216,1.2399978637695457,3,2014-03-24
1,2014,99.19000244140624,65303.0,99.19000244140624,0.2689656623906863,0.997586263069165,-0.4099960327148579,-0.2399978637695454,0.0146183779872245,1.4499969482422017,3,2014-03-25
2,2014,100.26000213623048,-5646.0,100.26000213623048,0.8529434864073526,1.010889310624436,1.0699996948242472,1.0800018310547017,0.0135647374962513,1.3600006103515625,3,2014-03-26
3,2014,101.27999877929688,-9167.0,101.27999877929688,0.7485038147014419,1.009770645042088,1.019996643066392,0.9799957275390768,0.0164889236677864,1.6699981689453267,3,2014-03-27
4,2014,101.66999816894533,-35874.0,101.66999816894533,0.4622632003224702,1.0032563828989534,0.3899993896484517,0.3300018310547017,0.0104258638505366,1.0599975585937358,3,2014-03-28
5,2014,101.58000183105467,1244.0,101.58000183105467,0.6422036970931329,0.9989182750741408,-0.0899963378906534,-0.1100006103515625,0.0107304976140681,1.0900039672851705,3,2014-03-31
6,2014,99.73999786376952,69994.0,99.73999786376952,0.200872882344116,0.9823697337038444,-1.840003967285156,-1.790000915527358,0.0229597048784295,2.290000915527344,4,2014-04-01
7,2014,99.62000274658205,-5968.0,99.62000274658205,0.78350637092971,0.999799311088028,-0.1199951171874715,-0.019996643066392,0.0097370125874282,0.9700012207031108,4,2014-04-02
8,2014,100.29000091552734,-36166.0,100.29000091552734,0.8591568970890148,1.0100715076118367,0.6699981689452983,1.0,0.0141589206898237,1.4199981689452983,4,2014-04-03
9,2014,101.13999938964844,-1898.0,101.13999938964844,0.637038209181287,1.0075712508171504,0.8499984741210938,0.760002136230483,0.0133478196783462,1.3499984741210795,4,2014-04-04
10,2014,100.44000244140624,61352.0,100.44000244140624,0.3714312183584665,0.9953423723749242,-0.6999969482422017,-0.4700012207031392,0.0139386847057835,1.400001525878892,4,2014-04-07
11,2014,102.55999755859376,44665.0,102.55999755859376,0.9261075782859104,1.0185718052621533,2.1199951171875284,1.8699951171875284,0.01979328030051,2.029998779296875,4,2014-04-08
12,2014,103.5999984741211,25111.0,103.5999984741211,0.9022997829566132,1.0122129948083591,1.0400009155273295,1.25,0.0167953464227528,1.7399978637695312,4,2014-04-09
13,2014,103.4000015258789,-102491.0,103.4000015258789,0.4225400543729297,0.9996132935558466,-0.1999969482421875,-0.0400009155273295,0.0068665287620423,0.7099990844726705,4,2014-04-10
14,2014,103.73999786376952,39746.0,103.73999786376952,0.510486413811859,1.0038707329209786,0.3399963378906108,0.400001525878892,0.0137844643784706,1.4300003051757528,4,2014-04-11
15,2014,104.0500030517578,-24702.0,104.0500030517578,0.5867791523222187,1.0047316097404,0.3100051879882812,0.4900054931640341,0.0116290886917636,1.2100067138671733,4,2014-04-14
16,2014,103.75,-21365.0,103.75,0.7368392873874087,1.001447891197763,-0.3000030517577983,0.1500015258789062,0.0109879459243221,1.1399993896484233,4,2014-04-15
17,2014,103.76000213623048,63544.0,103.76000213623048,0.3422465565637496,1.0,0.0100021362304829,0.0,0.0180223118609065,1.8699951171874716,4,2014-04-16
18,2014,104.3000030517578,-88050.0,104.3000030517578,0.6129060044668837,1.0044299569538728,0.5400009155273153,0.4600067138671733,0.0118887615291266,1.2399978637695312,4,2014-04-17
19,2014,104.37000274658205,-76247.0,104.37000274658205,0.5652231602342052,0.9983738457293236,0.0699996948242471,-0.1699981689452983,0.0088147757471956,0.9199981689453124,4,2014-04-21
20,2014,102.12999725341795,208628.0,102.12999725341795,0.1647921774364065,0.9786316275978212,-2.240005493164091,-2.230003356933608,0.0261431336605266,2.6699981689453267,4,2014-04-22
21,2014,101.44000244140624,-73078.0,101.44000244140624,0.2727320016645624,0.99587671150178,-0.6899948120117188,-0.4199981689453267,0.0086751267905457,0.8800048828124716,4,2014-04-23
22,2014,101.94000244140624,-48367.0,101.94000244140624,0.5684238423360328,1.00393934924436,0.5,0.400001525878892,0.0093191772168951,0.9499969482421876,4,2014-04-24
23,2014,100.5999984741211,19323.0,100.5999984741211,0.0764300258038814,0.9869518117622614,-1.340003967285142,-1.3300018310546875,0.015606359032183,1.5699996948242043,4,2014-04-25
24,2014,100.83999633789062,9989.0,100.83999633789062,0.4285686808783527,1.0034829185148912,0.2399978637695312,0.3499984741211079,0.0118008216504128,1.189994812011733,4,2014-04-28
25,2014,101.27999877929688,-12899.0,101.27999877929688,0.3825506792218994,1.0038655901675866,0.44000244140625,0.3899993896484375,0.0147116694483424,1.4899978637695457,4,2014-04-29
26,2014,99.73999786376952,64288.0,99.73999786376952,0.2765945934246565,0.9898768931040524,-1.540000915527358,-1.020004272460966,0.0141367925838062,1.4100036621093892,4,2014-04-30
27,2014,99.41999816894533,-47524.0,99.41999816894533,0.5913038286241409,0.9969915458475194,-0.3199996948241903,-0.3000030517577983,0.0115671046777199,1.1500015258789205,5,2014-05-01
28,2014,99.76000213623048,-21824.0,99.76000213623048,0.6082507472078114,1.0059494199675192,0.3400039672851562,0.5900039672851562,0.009723348034601,0.9700012207031108,5,2014-05-02
29,2014,99.4800033569336,-23629.0,99.4800033569336,0.3725491173830692,0.9951981219294186,-0.2799987792968892,-0.4799957275390625,0.0153799630847139,1.5299987792968608,5,2014-05-05
30,2014,99.5,61206.0,99.5,0.1636368680598401,1.001207514086321,0.0199966430664062,0.1200027465820454,0.0110552610464432,1.099998474121108,5,2014-05-06
31,2014,100.7699966430664,40063.0,100.7699966430664,0.8181806717655538,1.0094159550713273,1.2699966430664062,0.939994812011733,0.012007533241849,1.209999084472642,5,2014-05-07
32,2014,100.26000213623048,-38666.0,100.26000213623048,0.3679247999078762,0.9944455707172306,-0.5099945068359233,-0.5599975585937358,0.0105724868941598,1.0599975585937358,5,2014-05-08
33,2014,99.98999786376952,18736.0,99.98999786376952,0.1904752018933242,0.9972075517236366,-0.2700042724609659,-0.2799987792968892,0.0147014826693557,1.470001220703125,5,2014-05-09
34,2014,100.58999633789062,-59693.0,100.58999633789062,0.6599960327148438,1.0046943026210078,0.599998474121108,0.4699935913085795,0.0099413464201838,1.0,5,2014-05-12
35,2014,101.6999969482422,41940.0,101.6999969482422,0.7928960959225836,1.0106330092818114,1.1100006103515767,1.0699996948242472,0.016617526962821,1.6900024414062358,5,2014-05-13
36,2014,102.37000274658205,-19111.0,102.37000274658205,0.6585379469477991,1.0045137775286304,0.6700057983398438,0.4599990844726704,0.0080101560303182,0.819999694824233,5,2014-05-14
37,2014,101.5,41583.0,101.5,0.2323253340731459,0.9948054612796444,-0.8700027465820455,-0.529998779296875,0.0097537487011239,0.9900054931640768,5,2014-05-15
38,2014,102.0199966430664,-128164.0,102.0199966430664,0.7499931880727696,1.0045293333549683,0.5199966430664062,0.459999084472642,0.008233718828908,0.8400039672851562,5,2014-05-16
39,2014,102.61000061035156,-26782.0,102.61000061035156,0.5714305177111717,1.0046999252897515,0.5900039672851562,0.4800033569336079,0.0109150678347672,1.1199951171875,5,2014-05-19
40,2014,102.44000244140624,128655.0,102.44000244140624,0.4473723836771383,0.9984405844532716,-0.1699981689453267,-0.1599960327148579,0.0074189976387903,0.7600021362304688,5,2014-05-20
41,2014,104.06999969482422,22358.0,104.06999969482422,0.854304033468237,1.0107808918047956,1.629997253417983,1.1100006103515625,0.014509485352728,1.5100021362304688,5,2014-05-21
